t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;9,00;0,00;100,00;600,00
0,00;18,27;9,00;0,00;100,00;600,00
0,88;25,82;9,00;0,32;100,00;600,00
1,87;21,76;9,00;0,72;100,00;600,00
2,89;21,73;9,00;1,09;100,00;600,00
3,90;21,25;9,00;1,45;100,00;600,00
4,91;20,43;9,00;1,80;100,00;600,00
5,92;19,61;9,00;2,14;100,00;600,00
6,95;18,79;9,00;2,46;100,00;600,00
7,95;18,10;9,00;2,77;100,00;600,00
8,97;17,46;9,00;3,07;100,00;600,00
9,97;16,84;9,00;3,36;100,00;600,00
10,98;16,28;9,82;3,64;100,00;600,00
11,98;15,93;9,82;3,91;100,00;600,00
12,96;15,72;9,82;4,17;100,00;600,00
13,98;15,51;9,82;4,43;100,00;600,00
15,01;15,18;9,82;4,69;100,00;600,00
16,03;14,84;9,82;4,95;100,00;600,00
17,05;14,58;9,82;5,20;100,00;600,00
18,03;14,32;9,82;5,44;100,00;600,00
19,05;14,06;9,82;5,68;100,00;600,00
20,05;13,87;9,82;5,91;100,00;600,00
21,05;13,72;9,73;6,14;100,00;600,00
22,06;13,51;9,73;6,37;100,00;600,00
23,09;13,38;9,73;6,60;100,00;600,00
24,09;13,20;9,73;6,82;100,00;600,00
25,10;13,04;9,73;7,04;100,00;600,00
26,10;12,88;9,73;7,26;100,00;600,00
27,11;12,81;9,73;7,48;100,00;600,00
28,12;12,72;9,73;7,69;100,00;600,00
29,14;12,62;9,73;7,91;100,00;600,00
30,16;12,44;9,73;8,12;100,00;600,00
31,17;12,38;9,67;8,33;100,00;600,00
32,18;12,31;9,67;8,53;100,00;600,00
33,19;12,27;9,67;8,74;100,00;600,00
34,21;12,20;9,67;8,95;100,00;600,00
35,21;12,12;9,67;9,15;100,00;600,00
36,20;12,07;9,67;9,35;100,00;600,00
37,20;11,95;9,67;9,55;100,00;600,00
38,21;11,89;9,67;9,75;100,00;600,00
39,24;11,83;9,67;9,96;100,00;600,00
40,23;11,80;9,67;10,15;100,00;600,00
41,22;11,72;9,63;10,34;100,00;600,00
42,23;11,68;9,63;10,54;100,00;600,00
43,22;11,63;9,63;10,73;100,00;600,00
44,23;11,64;9,63;10,93;100,00;600,00
45,24;11,57;9,63;11,13;100,00;600,00
46,26;11,51;9,63;11,32;100,00;600,00
47,26;11,47;9,63;11,51;100,00;600,00
48,27;11,48;9,63;11,71;100,00;600,00
49,27;11,42;9,63;11,90;100,00;600,00
50,30;11,40;9,63;12,09;100,00;600,00
51,34;11,42;9,59;12,29;100,00;600,00
52,31;11,39;9,59;12,48;100,00;600,00
53,32;11,41;9,59;12,67;100,00;600,00
54,31;11,41;9,59;12,85;100,00;600,00
55,32;11,37;9,59;13,05;100,00;600,00
56,32;11,32;9,59;13,24;100,00;600,00
57,33;11,34;9,59;13,43;100,00;600,00
58,33;11,33;9,59;13,62;100,00;600,00
59,37;11,34;9,59;13,81;100,00;600,00
60,36;11,29;9,59;14,00;100,00;600,00
61,37;11,24;9,56;14,19;100,00;600,00
62,38;11,25;9,56;14,38;100,00;600,00
63,39;11,24;9,56;14,57;100,00;600,00
64,38;11,20;9,56;14,75;100,00;600,00
65,39;11,12;9,56;14,94;100,00;600,00
66,39;11,09;9,56;15,12;100,00;600,00
67,40;11,06;9,56;15,31;100,00;600,00
